Location,Square_Feet,Lot_Size,Bedrooms,Bathrooms,Year_Built,Condition,Has_Basement,Price
Urban,1844,23149,6,4,2014,Excellent,No,186827.82
Coastal,4945,22754,6,4,1923,Good,No,778834.37
Rural,3006,15004,4,4,1911,Poor,No,423755.29
Urban,4550,36623,4,1,2012,Good,No,848406.36
Urban,1886,49306,5,1,1918,Good,No,154970.47
Downtown,1593,9438,2,1,1917,Good,No,474838.16
Rural,906,27826,4,3,1963,Poor,No,634953.08
Suburban,3287,24580,1,4,2000,Poor,No,869756.17
Rural,2349,3470,2,4,1993,Poor,No,368653.55
Suburban,2204,22775,1,3,1993,Poor,No,571796.04
Suburban,4542,31252,1,2,1959,Good,No,875621.06
Downtown,1684,48087,5,2,2012,Excellent,Yes,267095.6
Rural,2916,13169,3,2,2017,Poor,No,738440.82
Urban,2106,27369,2,3,1939,Good,No,584680.39
Urban,2961,38435,3,3,1995,Good,Yes,565332.67
Downtown,4789,42810,5,1,1951,Poor,No,495142.88
Downtown,2201,20265,3,2,2002,Poor,Yes,456300.47
Downtown,3868,41357,4,4,1981,Good,Yes,590412.0
Downtown,3334,3693,1,3,1914,Poor,No,433367.74
Rural,3708,32640,2,1,1986,Poor,Yes,869011.77
Urban,4266,17289,4,2,1983,Poor,No,674117.76
Suburban,1572,31140,5,1,1955,Good,Yes,162253.34
Coastal,3845,10266,5,4,2003,Poor,No,869018.63
Suburban,1975,4678,2,1,2014,Poor,No,180999.14
Downtown,2962,25074,1,1,1900,Good,Yes,714501.96
Downtown,981,11610,6,3,1979,Good,No,700010.1
Urban,1337,32708,1,1,1934,Poor,Yes,263012.24
Downtown,3408,45091,1,2,1985,Good,No,852123.07
Rural,3300,19839,1,3,1916,Poor,Yes,669475.86
Rural,4166,28530,6,2,1902,Poor,Yes,134815.9
Rural,4818,32625,5,2,1936,Good,Yes,688194.04
Coastal,4691,22519,2,3,1927,Poor,No,205071.26
Rural,1267,9848,3,2,1940,Good,No,625842.45
Downtown,1991,18510,4,3,1931,Poor,Yes,775015.85
Coastal,2764,9066,1,2,1979,Excellent,No,372738.69
Suburban,4036,31767,2,2,1952,Poor,Yes,166245.57
Urban,3341,42050,4,4,1907,Good,Yes,247753.53
Urban,1474,28225,2,3,1966,Excellent,No,285806.06
Rural,3187,19044,5,1,1939,Good,No,198173.06
Downtown,4494,4038,3,3,1996,Excellent,Yes,362514.85
Rural,3584,29157,5,4,1915,Good,Yes,703337.01
Suburban,3967,10011,1,2,1953,Good,Yes,279841.68
Urban,4671,39673,4,4,1957,Excellent,No,582096.51
Urban,3546,34696,2,1,1930,Good,No,991454.54
Suburban,1906,43274,1,4,1966,Poor,Yes,776462.47
Coastal,2062,17577,1,4,1985,Good,No,138598.21
Suburban,4391,49775,2,1,1980,Poor,No,349411.87
Rural,2229,12214,2,1,1971,Excellent,Yes,901227.8
Suburban,3114,43162,5,1,1989,Poor,No,980219.31
Rural,4284,32885,1,1,1918,Poor,Yes,251606.67
Downtown,971,48365,1,4,1992,Excellent,Yes,642552.44
Urban,4203,3781,4,3,2007,Good,No,441005.48
Rural,3533,6044,3,1,1902,Excellent,No,378762.41
Urban,3133,48035,5,3,2010,Good,No,260789.73
Downtown,2527,26121,3,3,1977,Excellent,Yes,781987.82
Suburban,2812,33595,6,4,1922,Poor,No,292959.72
Downtown,2418,13346,6,1,1961,Poor,No,966037.13
Downtown,2860,23466,1,4,1947,Poor,Yes,263477.89
Coastal,2330,36676,1,1,2005,Poor,Yes,624445.72
Suburban,2751,45234,5,4,1938,Poor,No,987060.29
Downtown,3724,2172,4,1,1931,Poor,No,561729.37
Urban,1407,28294,5,2,2021,Excellent,No,680331.38
Urban,3777,25230,1,4,1936,Good,No,882843.58
Rural,2784,36300,4,1,2009,Poor,No,405704.91
Urban,4325,7121,4,4,1992,Poor,No,848772.52
Downtown,4236,46320,5,3,1924,Poor,Yes,493242.38
Urban,3023,49243,2,2,1958,Good,Yes,484065.74
Urban,2435,11789,1,2,1905,Excellent,Yes,762229.86
Coastal,2694,40611,6,3,1903,Excellent,No,678817.45
Coastal,3932,19828,4,3,1989,Excellent,No,204415.39
Rural,4476,10319,5,2,1970,Excellent,Yes,699348.94
Rural,2570,21275,1,1,1916,Good,No,777071.8
Coastal,4285,15812,2,1,1916,Poor,Yes,487905.36
Suburban,2900,14489,6,3,1964,Good,Yes,438309.69
Urban,3636,32690,3,2,1983,Good,No,349597.01
Suburban,3634,37226,4,3,1907,Excellent,Yes,952440.03
Coastal,2635,4844,5,1,1968,Poor,Yes,986082.69
Urban,3777,6519,3,4,1953,Excellent,No,560654.19
Coastal,2132,9130,2,4,1981,Good,No,113801.43
Suburban,1836,25225,4,2,2011,Excellent,Yes,973213.25
Urban,1533,38877,3,2,1957,Poor,No,143457.52
Coastal,3599,30234,5,2,1990,Good,No,129797.17
Coastal,3359,11433,2,1,1932,Poor,Yes,205620.68
Urban,2082,16318,6,4,1957,Excellent,No,971176.52
Urban,2002,37346,6,1,1921,Poor,No,651135.4
Urban,1997,2008,5,3,1955,Excellent,No,842381.47
Downtown,4833,17371,2,1,1942,Excellent,Yes,929474.06
Suburban,800,31867,6,2,1946,Excellent,No,369331.91
Urban,1907,20925,2,3,1906,Excellent,Yes,551439.06
Suburban,4366,15342,3,2,1944,Poor,No,160050.44
Coastal,4279,28431,2,4,1996,Poor,No,701955.14
Coastal,4754,21254,2,3,1911,Excellent,No,183410.26
Suburban,1165,26073,2,3,2020,Excellent,No,265752.21
Rural,2655,29382,1,4,1934,Good,No,993640.2
Rural,2194,18026,3,2,1962,Good,No,208179.07
Urban,2223,20274,6,1,2018,Good,Yes,709612.6
Downtown,4196,31909,1,3,2007,Poor,No,505378.77
Suburban,2543,42290,6,4,2021,Excellent,Yes,317512.27
Suburban,3069,3350,1,4,1992,Poor,Yes,864223.51
Downtown,4230,40998,2,4,1979,Excellent,No,435381.17
Rural,4498,36206,4,1,1993,Good,Yes,177870.1
Rural,4972,15627,3,4,2011,Poor,No,154184.35
Urban,4869,33033,6,1,1979,Good,No,535968.48
Urban,3526,4815,3,1,1944,Excellent,Yes,865963.39
Coastal,2743,44233,4,1,2009,Poor,Yes,443227.41
Rural,1799,38063,6,2,1946,Excellent,No,188924.66
Rural,1581,6669,4,2,1932,Poor,No,887526.47
Urban,1258,45154,6,1,2005,Good,No,511216.19
Downtown,4001,30887,6,1,1982,Good,No,734812.79
Downtown,4420,15989,3,4,1972,Good,No,814548.41
Downtown,3664,43438,3,1,1925,Excellent,No,223187.78
Downtown,1638,34082,3,4,1947,Good,No,842813.87
Downtown,1359,5473,3,1,1980,Good,No,322311.98
Suburban,3689,17424,6,3,1952,Poor,Yes,630414.85
Rural,4849,39882,6,2,1911,Good,Yes,415550.82
Rural,4333,22281,6,2,2002,Excellent,No,707999.84
Downtown,4701,34922,5,4,1996,Poor,Yes,735552.4
Urban,2641,12835,2,3,1995,Excellent,No,716843.9
Rural,4281,7720,3,4,1937,Excellent,No,453795.24
Suburban,3966,23523,3,3,1900,Excellent,Yes,192779.26
Rural,3957,6450,6,2,1982,Poor,No,335321.96
Suburban,1545,20960,6,2,1913,Poor,No,332383.84
Urban,3081,13472,4,2,1924,Good,Yes,325847.93
Downtown,1059,17437,4,3,1960,Poor,Yes,813128.08
Coastal,3794,49931,1,4,1913,Excellent,No,521141.65
Rural,2601,8190,6,3,2009,Poor,No,153894.33
Urban,3173,44189,3,3,1971,Poor,Yes,746770.09
Suburban,3339,42833,6,4,1948,Good,Yes,884141.27
Urban,3221,47326,3,4,1914,Good,Yes,996325.26
Downtown,2026,46082,3,2,1997,Good,No,656600.77
Rural,2883,49833,4,3,1963,Poor,No,714357.92
Rural,1686,32841,4,2,1943,Good,No,887319.79
Urban,3578,30991,5,4,1968,Good,Yes,464369.98
Suburban,4755,12971,6,1,1961,Good,Yes,680210.96
Suburban,1934,45716,3,4,2014,Good,No,794590.99
Rural,3777,7220,2,1,2004,Poor,Yes,972059.57
Coastal,1979,42188,6,2,2018,Good,Yes,735103.54
Suburban,1994,6882,5,3,2005,Poor,Yes,814909.46
Suburban,4449,3355,3,4,1951,Excellent,Yes,833583.49
Coastal,2070,17918,2,3,1994,Excellent,No,230093.19
Suburban,2529,46974,3,1,2006,Excellent,No,456911.08
Downtown,1999,29587,6,1,1928,Excellent,Yes,467811.89
Rural,1015,49977,2,2,2021,Poor,Yes,222372.07
Coastal,3784,23942,4,2,1982,Good,No,991720.92
Downtown,4295,15249,3,1,1969,Poor,No,279554.62
Rural,1676,16719,6,4,1917,Poor,No,393901.64
Urban,2571,33951,5,1,1938,Excellent,No,157703.49
Urban,4255,41735,6,2,1939,Excellent,No,317257.74
Downtown,4766,18236,3,4,1910,Excellent,No,517786.39
Suburban,4872,19054,4,4,2009,Excellent,Yes,864147.34
Downtown,1837,27732,2,1,1943,Good,Yes,195454.57
Rural,3045,9855,3,3,1961,Poor,Yes,935333.96
Downtown,4720,7095,1,4,1979,Good,No,116712.95
Suburban,2928,35916,4,2,1921,Poor,Yes,665052.85
Coastal,1124,31184,4,1,1961,Poor,Yes,721785.61
Downtown,3815,27451,6,3,1935,Poor,Yes,230151.61
Downtown,3945,4647,3,1,1928,Poor,Yes,960116.34
Suburban,2805,12262,4,1,1953,Good,No,794879.9
Rural,3162,23265,3,2,1928,Poor,No,316704.55
Suburban,2214,23844,5,3,1969,Excellent,No,281661.98
Suburban,4727,30416,1,3,1946,Poor,Yes,208786.86
Suburban,3975,20028,4,3,1985,Poor,No,155382.02
Downtown,1581,18021,4,4,1920,Good,No,660142.44
Urban,1940,40956,5,2,1902,Poor,Yes,201077.66
Downtown,4123,33042,3,1,1983,Excellent,No,135291.58
Rural,2494,26573,6,4,1950,Good,Yes,851475.48
Coastal,2016,5656,1,1,2008,Good,Yes,443142.31
Rural,3166,42649,3,4,1904,Poor,Yes,415504.22
Urban,3655,19146,1,4,1989,Good,No,532986.96
Suburban,2891,32169,2,2,2012,Poor,No,303132.8
Rural,2685,23047,6,1,1970,Excellent,Yes,939999.49
Rural,4283,5781,6,1,1921,Poor,Yes,966588.22
Rural,1707,22420,4,4,2000,Excellent,Yes,667141.64
Rural,2988,28432,2,1,2014,Poor,No,332075.93
Rural,2940,40703,2,3,1981,Poor,Yes,740936.46
Suburban,3815,41026,3,3,1995,Poor,No,879005.03
Coastal,1286,9156,5,3,1989,Good,Yes,185328.14
Coastal,1585,3130,6,1,2008,Poor,No,683679.68
Urban,1405,13640,2,3,1971,Excellent,No,784521.1
Rural,3948,44453,1,4,1989,Excellent,No,407790.82
Suburban,1845,20276,3,3,1927,Excellent,Yes,221079.71
Urban,3159,48262,5,4,1986,Poor,No,931615.53
Rural,4198,3770,1,4,1948,Poor,Yes,564121.17
Suburban,3551,3420,3,2,1918,Poor,Yes,232135.6
Coastal,4101,23733,4,3,1953,Poor,Yes,651783.49
Suburban,2171,27639,5,1,1978,Excellent,Yes,771485.46
Rural,3588,44259,4,3,2004,Good,Yes,112342.16
Suburban,3554,2211,6,2,1987,Excellent,Yes,111998.6
Coastal,2570,38365,4,2,2007,Excellent,Yes,469870.61
Suburban,4974,4922,3,1,1945,Good,No,217704.92
Downtown,2363,15455,2,2,1969,Excellent,Yes,221595.21
Rural,1007,23923,6,2,1967,Excellent,Yes,299118.04
Urban,2145,13717,4,1,1954,Poor,Yes,541235.67
Coastal,3089,18097,5,3,2019,Excellent,No,125183.41
Suburban,1451,46693,3,3,2004,Excellent,No,789012.04
Suburban,2653,4637,5,1,2011,Excellent,Yes,263430.4
Coastal,1759,21807,1,2,1925,Good,No,589065.89
Suburban,1697,19506,3,1,1903,Good,No,456302.49
Rural,3579,47566,1,1,1917,Poor,Yes,380312.12
Downtown,2025,37175,4,3,1956,Good,No,543119.5
Urban,2928,19545,1,4,1931,Excellent,Yes,811546.78
Coastal,1526,41563,3,2,1932,Excellent,Yes,501809.02
Downtown,4044,10060,1,2,2000,Excellent,Yes,335432.07
Suburban,1543,18407,3,1,1990,Excellent,Yes,435120.73
Rural,3986,30088,1,2,1991,Excellent,Yes,406425.75
Rural,1744,22684,3,4,1978,Poor,Yes,904961.33
Suburban,3757,25183,2,1,1920,Good,Yes,508881.72
Downtown,4267,28846,5,4,1990,Excellent,Yes,893356.31
Downtown,4384,13840,3,4,1968,Good,No,644159.8
Urban,1367,14991,6,2,1935,Poor,Yes,730113.38
Downtown,1404,29297,1,1,2023,Poor,Yes,492839.37
Downtown,1574,21648,4,1,1969,Excellent,Yes,604381.43
Downtown,2877,27948,3,3,1911,Good,Yes,297014.21
Rural,1272,9874,6,4,1957,Excellent,No,237965.56
Urban,4061,3307,3,2,1971,Poor,No,330522.95
Downtown,1092,42569,3,1,1916,Good,No,614308.7
Coastal,2928,47007,1,1,2013,Excellent,Yes,758468.04
Downtown,1613,30910,6,1,2019,Poor,Yes,212848.12
Coastal,4260,12159,6,1,1921,Excellent,Yes,839453.12
Suburban,2933,43599,5,2,1945,Excellent,No,702179.45
Downtown,3471,41655,3,3,1947,Excellent,Yes,831151.36
Urban,2143,37520,1,4,1932,Poor,Yes,682479.49
Rural,3880,23587,1,4,1920,Excellent,No,747441.54
Rural,2942,44651,1,1,1935,Good,Yes,921563.85
Coastal,2865,42321,3,1,1942,Good,Yes,106002.21
Suburban,1376,26481,5,1,1904,Good,No,510645.03
Rural,2358,34833,6,3,1947,Poor,Yes,939411.68
Coastal,2549,40914,1,2,1921,Good,Yes,508301.17
Rural,1319,24678,4,1,1919,Good,No,106886.53
Coastal,4413,43256,1,4,1952,Excellent,Yes,526889.92
Urban,924,32803,3,1,1911,Excellent,No,234529.96
Downtown,3415,10748,5,2,2019,Good,Yes,677380.42
Suburban,1674,5997,5,3,1972,Poor,Yes,358358.14
Coastal,4048,20596,1,4,1909,Poor,No,117419.03
Urban,3616,9805,4,1,1903,Good,No,902792.56
Downtown,1034,9543,5,3,1997,Poor,No,557298.13
Rural,2078,22200,1,1,2006,Excellent,No,904022.75
Suburban,2445,42241,6,4,1964,Excellent,Yes,228537.09
Urban,2447,39877,3,4,2012,Excellent,Yes,908619.09
Suburban,2953,47846,6,4,1903,Poor,Yes,501224.81
Suburban,4040,10672,2,3,2022,Excellent,No,729378.25
Urban,4151,23120,3,3,1945,Excellent,Yes,428658.77
Downtown,2269,39347,4,1,1931,Poor,No,109200.34
Downtown,1409,43762,1,1,1955,Excellent,Yes,234477.73
Downtown,1442,23190,5,4,1953,Excellent,Yes,666201.88
Coastal,4960,25311,3,1,1902,Excellent,No,178673.9
Rural,1210,13622,2,3,2008,Poor,Yes,260493.13
Urban,2599,25300,5,2,1995,Good,No,237813.55
Downtown,2199,4403,4,2,1995,Poor,Yes,931680.28
Coastal,4975,35796,6,1,1970,Poor,Yes,962535.07
Urban,2146,13583,6,4,2020,Good,No,945643.42
Urban,4824,11161,5,2,1977,Poor,No,389910.76
Urban,1650,48747,5,2,1971,Poor,No,883266.4
Rural,1205,39191,1,2,1975,Good,Yes,588500.22
Rural,2470,26853,3,4,2017,Poor,No,509267.76
Coastal,1715,18076,2,1,1981,Poor,No,359986.67
Coastal,1281,25771,5,2,2006,Excellent,Yes,483354.63
Rural,2145,34038,4,1,1993,Excellent,Yes,966732.87
Urban,4826,20951,2,4,1921,Poor,No,860596.15
Rural,2117,12889,5,4,1972,Poor,No,128462.12
Rural,4195,26333,1,3,2020,Good,Yes,654651.44
Rural,4336,18441,1,4,1982,Excellent,Yes,632882.6
Downtown,4735,47001,4,4,1914,Excellent,Yes,603880.59
Coastal,1092,43021,6,4,1983,Good,Yes,472223.59
Suburban,2221,5583,1,1,1993,Good,No,352890.21
Downtown,4071,39665,1,2,2011,Good,Yes,711446.35
Rural,3235,5551,5,1,2007,Excellent,Yes,869116.81
Downtown,1300,12889,6,2,1935,Excellent,No,798721.59
Suburban,1786,40129,6,2,2016,Poor,Yes,951751.75
Downtown,4904,10703,4,2,1938,Poor,Yes,647656.96
Coastal,3560,31573,3,2,2007,Poor,No,600886.91
Coastal,3883,45805,2,4,1978,Poor,No,588604.84
Rural,2441,46874,2,4,2021,Poor,No,208642.74
Coastal,909,8865,2,1,1996,Excellent,No,179475.64
Suburban,4787,4539,1,4,1961,Excellent,Yes,609030.82
Urban,1796,23990,6,3,1967,Good,No,739651.37
Rural,4702,45563,1,4,1999,Good,No,414829.76
Suburban,4500,11138,5,1,1981,Excellent,No,702427.39
Rural,3305,43716,5,2,1976,Good,Yes,758834.62
Suburban,1194,13385,4,3,1911,Excellent,No,113016.33
Suburban,1534,11390,4,2,1903,Poor,No,239269.31
Suburban,1582,24597,1,1,2014,Poor,No,717581.76
Downtown,3597,10262,6,3,1980,Good,Yes,931884.63
Suburban,1495,49558,1,3,1931,Good,Yes,680572.27
Coastal,1628,22069,1,4,1996,Good,Yes,960518.85
Urban,1017,42177,6,3,2019,Excellent,Yes,862853.39
Downtown,3054,30252,1,1,1939,Good,No,221568.38
Suburban,1031,6568,5,1,2009,Good,Yes,330120.43
Suburban,3528,43743,1,4,1913,Excellent,No,840814.72
Urban,3038,43214,6,2,2012,Good,No,686504.17
Coastal,2972,24770,4,1,1956,Good,Yes,322614.06
Urban,3616,5651,2,4,1930,Good,Yes,358339.05
Coastal,1451,17175,2,4,1901,Poor,No,307465.76
Coastal,1569,35744,3,2,2014,Excellent,No,275909.29
Coastal,4308,25817,4,1,1976,Good,Yes,621814.94
Rural,1538,48561,5,2,2004,Good,Yes,676756.35
Rural,4647,34166,2,1,1982,Good,No,811515.06
Suburban,3981,41670,5,2,1936,Good,No,257524.57
Downtown,3973,23626,1,4,1918,Good,Yes,758353.26
Downtown,4146,9949,3,2,1906,Excellent,Yes,441857.9
Urban,2013,33499,5,2,1928,Excellent,Yes,637394.63
Urban,2710,32374,1,3,1933,Good,No,749917.91
Coastal,4561,9224,6,2,1994,Good,Yes,496157.71
Suburban,4278,4855,4,1,2022,Excellent,Yes,558037.14
Downtown,3449,28521,6,2,1943,Good,Yes,727062.43
Downtown,3149,6054,4,4,1950,Poor,No,316122.1
Suburban,1867,31620,5,1,1912,Excellent,Yes,621960.24
Suburban,1898,49880,5,1,1959,Good,No,614924.34
Downtown,1421,37383,4,3,2023,Good,Yes,883445.75
Coastal,1026,14338,4,3,1927,Poor,Yes,543506.42
Downtown,1822,23119,3,1,2008,Excellent,No,330419.77
Coastal,4496,25025,2,4,1950,Good,Yes,767059.14
Coastal,3867,30022,2,4,1913,Good,Yes,822033.5
Urban,4929,29124,6,1,1929,Excellent,No,448952.31
Suburban,1741,33902,2,2,2006,Excellent,No,177273.49
Urban,4727,22203,2,2,1990,Good,Yes,203716.35
Rural,4951,12169,5,4,1951,Good,Yes,809120.47
Urban,1092,40681,3,1,2003,Excellent,No,167830.94
Coastal,3976,22154,5,2,1921,Good,Yes,543908.58
Rural,3849,10303,6,4,2013,Excellent,No,119350.43
Downtown,3441,36295,2,3,1979,Good,Yes,874857.45
Rural,4729,40385,2,2,1937,Good,No,751743.96
Coastal,4522,24394,1,1,1928,Good,Yes,133899.05
Urban,3580,16573,5,2,2003,Poor,Yes,241543.98
Urban,4988,29286,3,2,1936,Poor,Yes,321594.05
Coastal,1073,4262,1,2,1921,Good,No,532470.54
Downtown,3197,11766,5,2,1969,Poor,Yes,740123.27
Urban,905,29583,6,1,1967,Excellent,No,958633.46
Rural,3053,44112,6,1,1932,Excellent,No,104569.15
Downtown,4403,2534,5,4,1923,Poor,No,797970.06
Rural,2523,49787,6,4,1991,Good,No,668721.48
Coastal,999,46589,1,1,1998,Excellent,No,294414.77
Rural,2998,10374,3,1,1973,Excellent,No,211137.47
Rural,2681,49646,5,2,1914,Excellent,Yes,694726.31
Urban,3055,38678,4,1,1917,Excellent,Yes,345791.31
Downtown,1747,9044,4,1,1929,Excellent,Yes,948093.75
Coastal,1012,14567,4,3,1982,Poor,No,150035.37
Coastal,3988,25174,4,3,1900,Good,Yes,733721.78
Suburban,3143,17549,2,2,1954,Excellent,Yes,729599.44
Coastal,2667,36423,3,1,1996,Excellent,Yes,783750.07
Rural,2697,46211,4,2,1975,Excellent,No,610087.97
Suburban,1384,46422,2,1,1925,Excellent,No,393500.69
Suburban,4224,5983,2,4,2009,Good,No,885438.5
Coastal,3265,8926,3,3,2002,Excellent,No,975250.54
Coastal,1743,3308,5,3,1966,Good,No,699397.37
Rural,1180,2196,1,2,1972,Good,No,984907.7
Urban,4969,33305,5,3,1959,Poor,Yes,499453.9
Rural,4576,13440,5,4,1948,Poor,Yes,717488.43
Downtown,2050,21908,3,4,2023,Poor,No,241453.1
Suburban,4519,28846,2,2,1968,Poor,No,644465.75
Rural,4267,8251,1,1,1945,Good,No,281177.16
Urban,2588,34373,6,3,1925,Good,Yes,223287.68
Downtown,2796,30507,4,2,1951,Excellent,Yes,551754.68
Suburban,4506,22842,1,2,1927,Good,No,641986.12
Suburban,1831,3268,5,3,1950,Good,Yes,309137.39
Suburban,2805,43053,4,1,1934,Poor,No,929188.23
Urban,1127,24854,1,4,1969,Poor,No,288904.81
Downtown,4004,11752,6,3,1990,Good,No,789140.6
Downtown,3487,11934,6,3,2016,Excellent,No,290487.22
Suburban,2369,29464,1,4,2020,Good,No,716333.68
Rural,1462,45065,1,1,1994,Poor,Yes,481399.87
Suburban,3702,19440,6,3,1903,Poor,Yes,897138.03
Downtown,2271,29509,1,2,1944,Excellent,Yes,637613.92
Suburban,1622,42204,1,1,1947,Excellent,Yes,725044.94
Rural,3147,9068,3,2,1912,Poor,No,580486.35
Coastal,4061,38479,4,3,1951,Excellent,Yes,967459.48
Downtown,2796,43537,3,4,1903,Poor,No,362677.98
Downtown,2554,28949,4,4,2016,Excellent,No,432043.81
Coastal,4958,11622,5,1,1962,Poor,No,760898.15
Coastal,2091,35050,4,2,2003,Poor,No,920243.21
Downtown,3013,9794,2,1,1941,Excellent,Yes,805003.56
Urban,4833,16636,1,3,1968,Good,Yes,415815.41
Urban,1302,12836,2,1,2001,Good,Yes,884723.75
Coastal,4156,46397,6,2,2015,Excellent,No,543236.51
Urban,3322,18400,4,1,2016,Excellent,No,342353.4
Urban,4064,47850,6,2,1968,Good,No,957611.46
Rural,4060,14205,1,1,1921,Excellent,Yes,665788.22
Rural,3438,42760,4,3,1970,Poor,No,838982.83
Downtown,3167,18370,3,2,2013,Excellent,Yes,382781.08
Coastal,4558,44772,6,3,1939,Poor,No,926386.77
Rural,1123,10774,2,3,1904,Good,No,139380.34
Urban,3047,4035,3,2,1985,Poor,Yes,155388.96
Rural,1609,34913,1,1,1985,Excellent,No,565315.83
Suburban,2994,10783,2,2,1957,Poor,Yes,514190.31
Coastal,2110,39548,5,1,1948,Poor,No,155501.77
Coastal,3104,49193,2,2,1944,Good,Yes,352160.35
Urban,4528,33678,1,1,2019,Excellent,No,912669.05
Suburban,3875,36024,6,3,2022,Good,No,978335.6
Downtown,1120,49562,2,3,1939,Poor,Yes,721514.6
Suburban,4330,26651,1,3,2013,Excellent,No,162325.02
Suburban,1386,21706,5,3,1934,Good,No,734201.4
Urban,2289,14739,1,3,1976,Excellent,Yes,483794.11
Suburban,2662,16969,5,1,1972,Good,No,584960.23
Urban,1046,24426,3,3,1938,Good,Yes,327939.87
Rural,2324,3709,4,1,2012,Good,Yes,803016.44
Downtown,4703,36613,3,1,1907,Poor,Yes,872841.44
Downtown,3265,18269,2,1,2002,Good,Yes,459562.78
Rural,2645,23343,1,2,1965,Excellent,Yes,441874.07
Urban,2462,39364,5,2,2001,Poor,Yes,922776.71
Coastal,4126,2584,5,3,1967,Good,Yes,882841.76
Suburban,2420,39368,2,2,1948,Good,No,789969.25
Coastal,3983,18288,2,3,1918,Poor,No,951017.21
Coastal,839,2083,1,1,1936,Excellent,Yes,923073.59
Coastal,2712,47935,1,1,1923,Excellent,No,159768.65
Downtown,1666,26568,5,3,1920,Excellent,Yes,666958.32
Suburban,1020,46169,1,3,1950,Excellent,No,487796.79
Rural,3296,19922,6,3,2013,Good,Yes,553539.83
Suburban,4174,26692,4,1,1907,Excellent,No,508153.47
Urban,4635,31938,3,4,2017,Excellent,No,220133.38
Downtown,3262,16336,6,1,1936,Poor,Yes,318185.86
Downtown,4271,49393,2,3,1931,Good,Yes,101461.58
Coastal,3076,18062,4,2,2014,Good,Yes,911725.69
Suburban,3489,25644,3,1,1950,Good,No,186321.45
Suburban,2408,24590,4,3,1907,Poor,Yes,898877.83
Coastal,4863,46276,5,4,1920,Excellent,Yes,919526.97
Rural,1138,49277,3,3,2018,Good,Yes,526094.05
Suburban,3638,14743,3,4,1961,Excellent,Yes,842669.43
Urban,1189,43105,4,3,1922,Poor,Yes,663649.21
Downtown,1507,26141,4,3,2012,Excellent,Yes,849268.11
Rural,1004,18193,5,1,1908,Poor,Yes,250128.58
Coastal,1668,33159,1,3,1925,Excellent,No,574919.69
Urban,3639,19222,6,2,1907,Good,No,624577.72
Rural,1880,3962,3,1,1926,Poor,Yes,441432.98
Coastal,1855,44281,5,1,1931,Poor,No,129014.92
Suburban,2902,6346,3,3,1959,Excellent,No,655036.47
Coastal,1388,42510,5,3,1984,Excellent,Yes,206459.83
Rural,3555,19668,2,4,2001,Excellent,No,456585.45
Rural,4778,40580,2,2,2017,Excellent,Yes,675963.32
Downtown,1974,24498,1,1,2007,Poor,No,128339.35
Urban,1109,18345,2,3,1972,Poor,No,658872.9
Downtown,1704,33139,6,3,1981,Excellent,Yes,893025.19
Urban,1831,26285,3,2,1948,Poor,No,327259.48
Suburban,1683,30283,1,4,1990,Excellent,No,848430.97
Rural,1883,24429,2,1,1903,Good,No,988325.59
Coastal,4691,30762,1,3,1969,Good,No,313814.16
Suburban,3372,43491,6,1,2020,Excellent,Yes,863144.63
Suburban,1824,42567,4,4,1915,Excellent,Yes,125053.57
Suburban,4835,3840,1,2,1979,Excellent,No,236245.13
Urban,1164,8806,4,2,1987,Excellent,No,159464.8
Urban,3954,5040,4,3,2011,Poor,No,456606.16
Downtown,4394,28485,6,2,1910,Good,Yes,575764.29
Urban,1036,3577,3,1,1954,Excellent,No,209481.28
Rural,3210,44607,5,4,1934,Poor,Yes,401956.33
Rural,2718,24546,2,3,1941,Excellent,Yes,986277.24
Suburban,4161,2651,6,1,1945,Good,Yes,811432.62
Coastal,1702,33310,6,3,2007,Good,Yes,756890.25
Rural,4970,15460,5,1,1928,Good,No,584499.19
Rural,2502,28229,3,4,1940,Poor,No,357439.71
Rural,1588,16577,5,4,1944,Good,Yes,266421.66
Urban,3318,25257,4,1,2019,Good,No,412052.19
Urban,1583,48220,6,4,1924,Poor,Yes,250054.8
Suburban,2746,13227,4,2,1939,Poor,Yes,552982.73
Suburban,1735,2683,1,4,1992,Excellent,No,551085.98
Downtown,1944,20992,2,3,1971,Good,Yes,122727.9
Suburban,3734,29084,3,4,1948,Good,Yes,970302.0
Urban,847,42770,4,3,1906,Excellent,No,786267.37
Urban,2200,46228,3,4,2003,Poor,Yes,689819.42
Suburban,3238,3451,4,4,1955,Excellent,Yes,757263.93
Urban,4212,19496,2,3,1985,Poor,No,666966.19
Downtown,4705,33072,1,3,1911,Good,No,242624.82
Rural,4230,38257,4,4,1955,Poor,Yes,250052.31
Downtown,1339,38078,4,4,2014,Poor,Yes,917574.87
Rural,4927,40591,3,1,1993,Poor,No,468468.55
Downtown,2521,10056,6,2,1998,Poor,Yes,689804.51
Rural,4264,45056,2,4,1902,Excellent,No,469665.62
Downtown,3654,42732,5,2,1967,Poor,Yes,110198.32
Rural,4458,40383,3,3,1900,Good,Yes,382175.04
Suburban,2501,40558,5,1,1917,Poor,Yes,756212.69
Suburban,4849,7398,1,3,1994,Good,Yes,445032.85
Coastal,3511,26306,6,3,1956,Good,Yes,545106.84
Rural,4116,48132,2,3,1909,Excellent,No,698879.22
